Current Season,Month,Numerator,Population,Jurisdiction,Estimate,Age_group_label,Legend
2023-24,OCT,4697,34429,Vermont,0.1364,13-17 years,"2023-24, Vermont: 13-17 years"
2023-24,OCT,1094422,8294423,North Carolina,0.1319,18+ years,"2023-24, North Carolina: 18+ years"
2022-23,DEC,46923,176399.5,North Dakota,0.266,6 months to 17 years,"2022-23, North Dakota: 6 months to 17 years"
2022-23,DEC,182415,583680,North Dakota,0.3125,18+ years,"2022-23, North Dakota: 18+ years"
2022-23,JUN,,,Chicago,,2-4 years,"2022-23, Chicago: 2-4 years"
2022-23,JUN,4652,17119.5,Montana,0.2717,6-23 months,"2022-23, Montana: 6-23 months"
2022-23,MAR,185411,697429,Puerto Rico,0.2658,65+ years,"2022-23, Puerto Rico: 65+ years"
2022-23,MAY,160640,607964,Illinois,0.2642,5-8 years,"2022-23, Illinois: 5-8 years"
2022-23,OCT,,,Kansas,,5-8 years,"2022-23, Kansas: 5-8 years"
2022-23,SEP,470461,8832618,New Jersey,0.0533,Overall,"2022-23, New Jersey: Overall"
2024-25,JAN,809216,8532850,Florida,0.0948,18-49 years,"2024-25, Florida: 18-49 years"
2024-25,NOV,104431,515686,Pennsylvania,0.2025,9-12 years,"2024-25, Pennsylvania (excluding Philadelphia County): 9-12 years"
2024-25,SEP,,,Virginia,,13-17 years,"2024-25, Virginia: 13-17 years"
2022-23,AUG,0,24141,U.S. Virgin Islands ,0,6 months to 17 years,"2022-23, U.S. Virgin Islands : 6 months to 17 years"
2022-23,JUN,155438,385957,New York City,0.4027,5-8 years,"2022-23, New York City: 5-8 years"
2022-23,MAR,,,Massachusetts,,50-64 years,"2022-23, Massachusetts: 50-64 years"
2022-23,SEP,10627,95876,Alaska,0.1108,65+ years,"2022-23, Alaska: 65+ years"
2023-24,AUG,,,Hawaii,,6-23 months,"2023-24, Hawaii: 6-23 months"
2023-24,JAN,248101,672299,California,0.369,6-23 months,"2023-24, California: 6-23 months"
2023-24,OCT,107262,839769,Oregon,0.1277,6 months to 17 years,"2023-24, Oregon: 6 months to 17 years"
2023-24,OCT,,,South Carolina,,6 months to 17 years,"2023-24, South Carolina: 6 months to 17 years"
2024-25,JAN,,,Montana,,9-12 years,"2024-25, Montana: 9-12 years"
2022-23,DEC,,,Houston,,Overall,"2022-23, Houston: Overall"
2022-23,JAN,591,5706,Federated States of Micronesia,0.1036,2-4 years,"2022-23, Federated States of Micronesia: 2-4 years"
2022-23,JUL,72,9912630.5,Michigan,7.2635e-06,Overall,"2022-23, Michigan: Overall"
2022-23,JUN,160907,692623,Florida,0.2323,2-4 years,"2022-23, Florida: 2-4 years"
2023-24,APR,88385,624694,Michigan,0.1415,13-17 years,"2023-24, Michigan: 13-17 years"
2023-24,APR,4148,49666,Federated States of Micronesia,0.0835,18-49 years,"2023-24, Federated States of Micronesia: 18-49 years"
2023-24,FEB,157127,676599,Pennsylvania,0.2322,13-17 years,"2023-24, Pennsylvania (excluding Philadelphia County): 13-17 years"
2023-24,JUN,292801,1478793,Utah,0.198,18-49 years,"2023-24, Utah: 18-49 years"
2023-24,MAR,12231,34451,New Mexico,0.355,6-23 months,"2023-24, New Mexico: 6-23 months"
2023-24,MAY,280988,1668393,Texas,0.1684,5-8 years,"2023-24, Texas: 5-8 years"
2023-24,NOV,559862,2438002,Iowa,0.2296,18+ years,"2023-24, Iowa: 18+ years"
2022-23,DEC,568,8151,Marshall Islands,0.0697,13-17 years,"2022-23, Marshall Islands: 13-17 years"
2022-23,JAN,,,Virginia,,18+ years,"2022-23, Virginia: 18+ years"
2022-23,SEP,6822,71006.5,Utah,0.0961,6-23 months,"2022-23, Utah: 6-23 months"
2023-24,AUG,,,Houston,,65+ years,"2023-24, Houston: 65+ years"
2023-24,DEC,138287,712915,Oklahoma,0.194,50-64 years,"2023-24, Oklahoma: 50-64 years"
2023-24,FEB,81265,171599,Pennsylvania,0.4736,6-23 months,"2023-24, Pennsylvania (excluding Philadelphia County): 6-23 months"
2023-24,JAN,,,Nebraska,,13-17 years,"2023-24, Nebraska: 13-17 years"
2023-24,JUN,18428,129929.5,Wyoming,0.1418,6 months to 17 years,"2023-24, Wyoming: 6 months to 17 years"
2023-24,NOV,576,13771,Guam,0.0418,13-17 years,"2023-24, Guam: 13-17 years"
2024-25,OCT,31838,247935,Vermont,0.1284,18-49 years,"2024-25, Vermont: 18-49 years"
2022-23,DEC,3303,47529,Marshall Islands,0.0695,18+ years,"2022-23, Marshall Islands: 18+ years"
2022-23,JAN,92785,561642,Mississippi,0.1652,50-64 years,"2022-23, Mississippi: 50-64 years"
2022-23,JUN,94787,479456,Arizona,0.1977,13-17 years,"2022-23, Arizona: 13-17 years"
2022-23,NOV,245299,758237,Connecticut,0.3235,50-64 years,"2022-23, Connecticut: 50-64 years"
2022-23,OCT,301379,770835,Kentucky,0.391,65+ years,"2022-23, Kentucky: 65+ years"
2022-23,SEP,88123,2072888.5,Michigan,0.0425,6 months to 17 years,"2022-23, Michigan: 6 months to 17 years"
2023-24,MAR,20022,73805.5,Oklahoma,0.2713,6-23 months,"2023-24, Oklahoma: 6-23 months"
2023-24,SEP,24317,504671,North Carolina,0.0482,5-8 years,"2023-24, North Carolina: 5-8 years"
2024-25,DEC,59743,222285,Connecticut,0.2688,13-17 years,"2024-25, Connecticut: 13-17 years"
2022-23,SEP,,,Hawaii,,9-12 years,"2022-23, Hawaii: 9-12 years"
2023-24,APR,852,1258.5,American Samoa,0.6767,6-23 months,"2023-24, American Samoa: 6-23 months"
2023-24,FEB,2330118,8789112,New York State,0.2651,18+ years,"2023-24, New York (excluding New York City): 18+ years"
2023-24,FEB,148991,726305,Alaska,0.2051,Overall,"2023-24, Alaska: Overall"
2023-24,JAN,8868394,30576844,California,0.29,18+ years,"2023-24, California: 18+ years"
2023-24,MAR,,,Massachusetts,,6-23 months,"2023-24, Massachusetts: 6-23 months"
2022-23,AUG,0,6226,U.S. Virgin Islands ,0,9-12 years,"2022-23, U.S. Virgin Islands : 9-12 years"
2022-23,JUN,,,Chicago,,18+ years,"2022-23, Chicago: 18+ years"
2022-23,MAY,785216,4006528,Michigan,0.196,18-49 years,"2022-23, Michigan: 18-49 years"
2022-23,SEP,83255,1498072,New York City,0.0556,50-64 years,"2022-23, New York City: 50-64 years"
2023-24,APR,85505,440269.5,Idaho,0.1942,6 months to 17 years,"2023-24, Idaho: 6 months to 17 years"
2023-24,APR,,,Rhode Island,,65+ years,"2023-24, Rhode Island: 65+ years"
2023-24,MAY,,,Massachusetts,,50-64 years,"2023-24, Massachusetts: 50-64 years"
2023-24,MAY,888924,3226163.5,Utah,0.2755,Overall,"2023-24, Utah: Overall"
2023-24,OCT,1623,14422,Alaska,0.1125,6-23 months,"2023-24, Alaska: 6-23 months"
2024-25,AUG,17811,4140953,Florida,0.0043,6 months to 17 years,"2024-25, Florida: 6 months to 17 years"
2024-25,JUL,,,Rhode Island,,50-64 years,"2024-25, Rhode Island: 50-64 years"
2024-25,JUL,0,8232,Vermont,0,6-23 months,"2024-25, Vermont: 6-23 months"
2022-23,APR,162992,564552,Arkansas,0.2887,50-64 years,"2022-23, Arkansas: 50-64 years"
2022-23,AUG,,,Kansas,,18+ years,"2022-23, Kansas: 18+ years"
2022-23,DEC,,,Massachusetts,,18-49 years,"2022-23, Massachusetts: 18-49 years"
2022-23,DEC,27668,181154,Louisiana,0.1527,2-4 years,"2022-23, Louisiana: 2-4 years"
2022-23,JUL,28,110266,Connecticut,0.0003,2-4 years,"2022-23, Connecticut: 2-4 years"
2022-23,JUN,,,South Carolina,,18-49 years,"2022-23, South Carolina: 18-49 years"
2023-24,SEP,0,684,Republic of Palau,0,2-4 years,"2023-24, Republic of Palau: 2-4 years"
2024-25,JUL,0,3546,American Samoa,0,9-12 years,"2024-25, American Samoa: 9-12 years"
2023-24,AUG,2155,222285,Connecticut,0.0097,13-17 years,"2023-24, Connecticut: 13-17 years"
2023-24,DEC,124874,929182.5,Oklahoma,0.1344,6 months to 17 years,"2023-24, Oklahoma: 6 months to 17 years"
2023-24,DEC,644,3546,American Samoa,0.1816,9-12 years,"2023-24, American Samoa: 9-12 years"
2023-24,JUN,1696,2608,American Samoa,0.6503,2-4 years,"2023-24, American Samoa: 2-4 years"
2023-24,JUN,0,10647521,Georgia,0,Overall,"2023-24, Georgia: Overall"
2023-24,NOV,196005,672299,California,0.2915,6-23 months,"2023-24, California: 6-23 months"
2022-23,APR,1002012,3475334,Kentucky,0.2883,18+ years,"2022-23, Kentucky: 18+ years"
2022-23,AUG,5004,360714,New York City,0.0139,9-12 years,"2022-23, New York City: 9-12 years"
2022-23,JUN,27552,109896,New Mexico,0.2507,9-12 years,"2022-23, New Mexico: 9-12 years"
2022-23,MAR,1,6338,U.S. Virgin Islands ,0.0002,13-17 years,"2022-23, U.S. Virgin Islands : 13-17 years"
2023-24,AUG,1224,593437,Iowa,0.0021,50-64 years,"2023-24, Iowa: 50-64 years"
2023-24,FEB,405706,1239735,Philadelphia,0.3273,18+ years,"2023-24, Philadelphia: 18+ years"
2024-25,NOV,80419,692623,Florida,0.1161,2-4 years,"2024-25, Florida: 2-4 years"
2024-25,NOV,7232,110338,Mississippi,0.0655,2-4 years,"2024-25, Mississippi: 2-4 years"
2024-25,SEP,195633,3145074,Iowa,0.0622,Overall,"2024-25, Iowa: Overall"
2023-24,MAR,243691,2110766,Texas,0.1155,13-17 years,"2023-24, Texas: 13-17 years"
2023-24,MAY,,,Massachusetts,,Overall,"2023-24, Massachusetts: Overall"
2023-24,NOV,233,22448,U.S. Virgin Islands ,0.0104,50-64 years,"2023-24, U.S. Virgin Islands : 50-64 years"
2023-24,NOV,1643,29342,Marshall Islands,0.056,6 months to 17 years,"2023-24, Marshall Islands: 6 months to 17 years"
2024-25,AUG,2202,1059160,Alabama,0.0021,6 months to 17 years,"2024-25, Alabama: 6 months to 17 years"
2024-25,DEC,240264,536306,Arkansas,0.448,65+ years,"2024-25, Arkansas: 65+ years"
2022-23,MAR,151885,385957,New York City,0.3935,5-8 years,"2022-23, New York City: 5-8 years"
2023-24,DEC,1,16583,Republic of Palau,0.0001,18+ years,"2023-24, Republic of Palau: 18+ years"
2023-24,JUL,48,1433821,Connecticut,0,18-49 years,"2023-24, Connecticut: 18-49 years"
2023-24,MAR,1032246,1812441,Michigan,0.5695,65+ years,"2023-24, Michigan: 65+ years"
2023-24,NOV,9711,203909,Mississippi,0.0476,13-17 years,"2023-24, Mississippi: 13-17 years"
2024-25,JAN,1241638,2220720,Pennsylvania,0.5591,65+ years,"2024-25, Pennsylvania (excluding Philadelphia County): 65+ years"
2023-24,APR,,,South Carolina,,18+ years,"2023-24, South Carolina: 18+ years"
2023-24,JAN,19659,163198.5,Michigan,0.1205,6-23 months,"2023-24, Michigan: 6-23 months"
2023-24,JUL,38,1997031,Alabama,0,18-49 years,"2023-24, Alabama: 18-49 years"
2023-24,MAY,140987,360714,New York City,0.3909,9-12 years,"2023-24, New York City: 9-12 years"
2023-24,SEP,,,Rhode Island,,18-49 years,"2023-24, Rhode Island: 18-49 years"
2023-24,SEP,,,South Carolina,,6 months to 17 years,"2023-24, South Carolina: 6 months to 17 years"
2023-24,SEP,4947,63424,Oregon,0.078,6-23 months,"2023-24, Oregon: 6-23 months"
2024-25,AUG,152,51467.5,N. Mariana Islands,0.003,Overall,"2024-25, N. Mariana Islands: Overall"
2024-25,JAN,,,Kansas,,18-49 years,"2024-25, Kansas: 18-49 years"
2024-25,JAN,,,Puerto Rico,,9-12 years,"2024-25, Puerto Rico: 9-12 years"
2024-25,OCT,,,Houston,,Overall,"2024-25, Houston: Overall"
2022-23,MAR,112594,523493,North Carolina,0.2151,9-12 years,"2022-23, North Carolina: 9-12 years"
2022-23,OCT,15159,181154,Louisiana,0.0837,2-4 years,"2022-23, Louisiana: 2-4 years"
2023-24,APR,952687,3475334,Kentucky,0.2741,18+ years,"2023-24, Kentucky: 18+ years"
2023-24,FEB,874092,8532850,Florida,0.1024,18-49 years,"2023-24, Florida: 18-49 years"
2023-24,MAR,418703,1299127.5,Maryland,0.3223,6 months to 17 years,"2023-24, Maryland: 6 months to 17 years"
2024-25,JAN,,,South Dakota,,18-49 years,"2024-25, South Dakota: 18-49 years"
2024-25,JAN,,,Alabama,,18+ years,"2024-25, Alabama: 18+ years"
2022-23,AUG,747,371308,Minnesota,0.002,13-17 years,"2022-23, Minnesota: 13-17 years"
2022-23,JUL,123,1687066,Texas,0.0001,9-12 years,"2022-23, Texas: 9-12 years"
2023-24,JUN,162444,302005,New York City,0.5379,2-4 years,"2023-24, New York City: 2-4 years"
2023-24,JUN,12455,34451,New Mexico,0.3615,6-23 months,"2023-24, New Mexico: 6-23 months"
2023-24,MAY,408856,1776063.5,West Virginia,0.2302,Overall,"2023-24, West Virginia: Overall"
2023-24,OCT,0,7639,American Samoa,0,50-64 years,"2023-24, American Samoa: 50-64 years"
2022-23,APR,,,Hawaii,,18+ years,"2022-23, Hawaii: 18+ years"
2022-23,AUG,5195,562524,New Jersey,0.0092,13-17 years,"2022-23, New Jersey: 13-17 years"
2022-23,JUL,113,962974,Alabama,0.0001,50-64 years,"2022-23, Alabama: 50-64 years"
2022-23,JUL,1,6780,Marshall Islands,0.0001,9-12 years,"2022-23, Marshall Islands: 9-12 years"
2022-23,JUN,188272,697429,Puerto Rico,0.27,65+ years,"2022-23, Puerto Rico: 65+ years"
2022-23,MAR,18583,58703,Delaware,0.3166,13-17 years,"2022-23, Delaware: 13-17 years"
2023-24,NOV,,,Houston,,2-4 years,"2023-24, Houston: 2-4 years"
2023-24,SEP,79205,3079500,Arizona,0.0257,18-49 years,"2023-24, Arizona: 18-49 years"
2023-24,SEP,,,Massachusetts,,18+ years,"2023-24, Massachusetts: 18+ years"
2022-23,MAR,0,2437453.5,Georgia,0,6 months to 17 years,"2022-23, Georgia: 6 months to 17 years"
2022-23,MAY,33574,71006.5,Utah,0.4728,6-23 months,"2022-23, Utah: 6-23 months"
2022-23,SEP,3317,236563,Wyoming,0.014,18-49 years,"2022-23, Wyoming: 18-49 years"
2023-24,DEC,600872,3834249,Alabama,0.1567,18+ years,"2023-24, Alabama: 18+ years"
2023-24,JAN,171417,678480,New York State,0.2526,13-17 years,"2023-24, New York (excluding New York City): 13-17 years"
2023-24,JUL,,,Nebraska,,13-17 years,"2023-24, Nebraska: 13-17 years"
2023-24,APR,144360,587166,Nevada,0.2459,50-64 years,"2023-24, Nevada: 50-64 years"
2023-24,DEC,,,South Carolina,,50-64 years,"2023-24, South Carolina: 50-64 years"
2023-24,FEB,143944,857079,New Mexico,0.1679,18-49 years,"2023-24, New Mexico: 18-49 years"
2023-24,FEB,138927,692623,Florida,0.2006,2-4 years,"2023-24, Florida: 2-4 years"
2023-24,JUL,,,Hawaii,,65+ years,"2023-24, Hawaii: 65+ years"
2023-24,JUN,0,8210067,Georgia,0,18+ years,"2023-24, Georgia: 18+ years"
2023-24,NOV,,,Rhode Island,,18-49 years,"2023-24, Rhode Island: 18-49 years"
2024-25,NOV,69696,377798,Washington,0.1845,9-12 years,"2024-25, Washington: 9-12 years"
2024-25,OCT,32170,103776,Wyoming,0.31,65+ years,"2024-25, Wyoming: 65+ years"
2022-23,FEB,3399,36097,Marshall Islands,0.0942,18-49 years,"2022-23, Marshall Islands: 18-49 years"
2022-23,JUN,1005570,3226163.5,Utah,0.3117,Overall,"2022-23, Utah: Overall"
2022-23,MAY,181670,313043,New Jersey,0.5803,2-4 years,"2022-23, New Jersey: 2-4 years"
2022-23,MAY,6738,15564.5,North Dakota,0.4329,6-23 months,"2022-23, North Dakota: 6-23 months"
2023-24,APR,,,Nebraska,,Overall,"2023-24, Nebraska: Overall"
